date,weekday,visitors,0001_salesVol,0002_salesVol,0003_salesVol,0004_salesVol,0005_salesVol,0006_salesVol,0007_salesVol,0008_salesVol,0009_salesVol,0010_salesVol,date,averagetemp,lowesttemp,highesttemp
20220817,2,27590,5830.0,42.0,0.0,0.0,0.0,2416.0,1074.0,636.0,3797.0,0.0,2022-08-17,26.0,22.8,30.5
20220818,3,24230,6255.0,52.0,0.0,0.0,0.0,0.0,1101.0,765.0,3942.0,0.0,2022-08-18,25.6,22.4,29.8
20220819,4,25664,6096.0,54.0,0.0,0.0,0.0,0.0,1127.0,793.0,4036.0,0.0,2022-08-19,26.0,23.3,27.5
20220820,5,21383,4485.0,31.0,0.0,0.0,0.0,0.0,997.0,720.0,3576.0,0.0,2022-08-20,28.2,25.7,32.0
20220821,6,17720,3886.0,37.0,0.0,0.0,0.0,0.0,1102.0,646.0,2931.0,0.0,2022-08-21,28.1,24.7,32.0
20220822,0,23609,6133.0,52.0,0.0,0.0,0.0,0.0,1210.0,822.0,4209.0,0.0,2022-08-22,26.8,22.9,30.2
20220823,1,23603,5527.0,91.0,0.0,0.0,0.0,427.0,1119.0,812.0,4151.0,40.0,2022-08-23,25.4,22.4,30.2
20220824,2,30452,5480.0,169.0,0.0,0.0,0.0,2721.0,1136.0,732.0,4202.0,61.0,2022-08-24,24.8,22.4,27.9
20220825,3,28735,5393.0,107.0,0.0,0.0,0.0,2900.0,1293.0,796.0,4766.0,194.0,2022-08-25,22.2,21.1,24.0
20220826,4,36583,6282.0,100.0,0.0,0.0,0.0,3119.0,1349.0,786.0,5170.0,289.0,2022-08-26,23.8,19.9,28.4
20220827,5,23487,4117.0,75.0,0.0,0.0,0.0,2140.0,957.0,661.0,4061.0,222.0,2022-08-27,21.5,17.6,25.5
20220828,6,25090,3887.0,69.0,0.0,0.0,0.0,2127.0,1049.0,602.0,3571.0,311.0,2022-08-28,22.6,16.1,28.4
20220829,0,31884,4771.0,200.0,0.0,0.0,0.0,2759.0,1258.0,672.0,5353.0,316.0,2022-08-29,21.0,19.5,22.5
20220830,1,29502,4713.0,331.0,0.0,0.0,0.0,2923.0,1394.0,618.0,5739.0,316.0,2022-08-30,19.1,17.9,20.3
20220831,2,36370,5234.0,292.0,0.0,0.0,0.0,3769.0,1399.0,676.0,7230.0,343.0,2022-08-31,21.7,19.6,24.9
20220901,3,40798,5838.0,243.0,0.0,0.0,0.0,4184.0,1502.0,933.0,9553.0,413.0,2022-09-01,24.0,18.3,30.4
20220902,4,41765,5670.0,226.0,0.0,0.0,0.0,3942.0,1373.0,914.0,10688.0,390.0,2022-09-02,24.7,20.3,29.8
20220903,5,36435,3891.0,126.0,0.0,0.0,0.0,3380.0,1304.0,845.0,7624.0,347.0,2022-09-03,24.2,20.5,29.2
20220904,6,31897,3218.0,113.0,0.0,0.0,0.0,2852.0,1275.0,871.0,6794.0,361.0,2022-09-04,22.3,19.8,24.0
20220905,0,54514,4691.0,332.0,0.0,0.0,0.0,4090.0,1485.0,929.0,16803.0,362.0,2022-09-05,19.2,17.7,22.7
20220906,1,61307,4962.0,266.0,0.0,0.0,0.0,4109.0,1357.0,906.0,21026.0,335.0,2022-09-06,21.0,17.0,26.3
20220907,2,87381,6139.0,395.0,0.0,0.0,0.0,4549.0,1372.0,963.0,31745.0,348.0,2022-09-07,22.8,17.9,28.1
20220908,3,166776,9307.0,439.0,0.0,0.0,0.0,6300.0,1541.0,1158.0,59550.0,373.0,2022-09-08,23.2,16.7,29.5
20220909,4,75407,5057.0,306.0,0.0,0.0,0.0,4637.0,1185.0,998.0,25928.0,362.0,2022-09-09,24.3,18.9,30.8
20220910,5,32052,3550.0,210.0,0.0,0.0,0.0,0.0,1294.0,851.0,11575.0,327.0,2022-09-10,23.6,19.0,28.4
20220911,6,22737,2680.0,92.0,0.0,0.0,0.0,0.0,1198.0,844.0,5291.0,325.0,2022-09-11,23.3,20.6,26.4
20220912,0,22578,3292.0,136.0,0.0,0.0,0.0,0.0,1381.0,666.0,4539.0,343.0,2022-09-12,23.8,20.3,27.5
20220913,1,22870,4578.0,217.0,0.0,0.0,0.0,0.0,1569.0,797.0,4971.0,434.0,2022-09-13,24.3,21.8,26.4
20220914,2,23405,4607.0,184.0,0.0,0.0,0.0,0.0,1395.0,840.0,4171.0,390.0,2022-09-14,24.6,22.7,27.9
20220915,3,23701,5127.0,193.0,0.0,0.0,0.0,0.0,1493.0,943.0,4464.0,387.0,2022-09-15,25.2,22.0,28.3
20220916,4,23069,5050.0,182.0,0.0,0.0,0.0,0.0,1475.0,824.0,4373.0,367.0,2022-09-16,25.7,23.4,29.9
20220917,5,20405,4017.0,108.0,0.0,0.0,0.0,0.0,1300.0,866.0,3609.0,406.0,2022-09-17,25.6,23.3,29.4
20220918,6,20306,3664.0,81.0,0.0,0.0,0.0,0.0,1323.0,853.0,3145.0,423.0,2022-09-18,27.1,23.0,32.5
20220919,0,22991,5273.0,157.0,0.0,0.0,0.0,0.0,1620.0,894.0,3759.0,398.0,2022-09-19,24.6,19.5,29.6
20220920,1,21671,4703.0,314.0,0.0,0.0,0.0,0.0,1580.0,916.0,3863.0,402.0,2022-09-20,19.9,16.1,24.6
20220921,2,22981,4776.0,302.0,0.0,0.0,0.0,0.0,1493.0,947.0,3656.0,433.0,2022-09-21,19.4,13.0,25.6
20220922,3,22540,4540.0,276.0,0.0,0.0,0.0,0.0,1680.0,838.0,3693.0,357.0,2022-09-22,19.8,14.2,24.7
20220923,4,24567,4749.0,330.0,0.0,0.0,0.0,0.0,1680.0,896.0,4110.0,397.0,2022-09-23,17.5,14.7,22.2
20220924,5,18737,3573.0,192.0,0.0,0.0,0.0,0.0,1539.0,821.0,3368.0,369.0,2022-09-24,18.5,12.3,24.2
20220925,6,20171,3152.0,194.0,0.0,0.0,0.0,0.0,1648.0,799.0,3040.0,336.0,2022-09-25,19.6,15.4,25.2
20220926,0,27548,4701.0,473.0,0.0,0.0,0.0,560.0,1777.0,849.0,4022.0,372.0,2022-09-26,20.0,14.8,25.4
20220927,1,29775,4789.0,288.0,0.0,0.0,0.0,2304.0,1735.0,920.0,3915.0,364.0,2022-09-27,20.9,14.0,28.0
20220928,2,29939,4688.0,371.0,0.0,0.0,0.0,2598.0,1732.0,840.0,3814.0,351.0,2022-09-28,20.4,16.1,26.1
20220929,3,30424,4819.0,276.0,0.0,0.0,0.0,2819.0,1625.0,844.0,3860.0,384.0,2022-09-29,20.4,16.4,26.5
20220930,4,30792,5434.0,265.0,0.0,0.0,0.0,2984.0,1826.0,958.0,4552.0,360.0,2022-09-30,20.7,14.8,27.7
20221001,5,30439,6236.0,314.0,0.0,0.0,0.0,2786.0,1822.0,888.0,4118.0,379.0,2022-10-01,20.9,14.4,27.6
20221002,6,25059,4541.0,294.0,0.0,0.0,0.0,2525.0,1679.0,827.0,3254.0,353.0,2022-10-02,19.4,17.2,21.6
20221003,0,26260,3850.0,288.0,0.0,0.0,0.0,2498.0,1514.0,744.0,3418.0,313.0,2022-10-03,21.4,17.5,23.4
20221004,1,37430,6636.0,531.0,0.0,0.0,0.0,3123.0,2169.0,957.0,4399.0,355.0,2022-10-04,17.9,14.2,23.0
20221005,2,34066,6156.0,524.0,0.0,0.0,0.0,3297.0,2105.0,1068.0,4252.0,341.0,2022-10-05,16.6,14.1,21.6
20221006,3,30275,5317.0,596.0,0.0,0.0,0.0,3279.0,1870.0,958.0,4088.0,346.0,2022-10-06,15.8,12.7,19.1
20221007,4,30969,5580.0,659.0,0.0,0.0,0.0,3115.0,2134.0,1053.0,4338.0,326.0,2022-10-07,14.3,11.0,18.6
20221008,5,29596,4209.0,376.0,0.0,0.0,0.0,2592.0,1844.0,907.0,3616.0,286.0,2022-10-08,15.8,11.1,21.6
20221009,6,25237,3016.0,485.0,0.0,0.0,0.0,2580.0,1824.0,902.0,3347.0,340.0,2022-10-09,13.1,10.7,14.5
20221010,0,25101,3171.0,652.0,0.0,0.0,0.0,2960.0,2161.0,1081.0,3438.0,329.0,2022-10-10,9.9,8.2,11.9
20221011,1,30287,3878.0,1027.0,0.0,0.0,0.0,3334.0,2159.0,1024.0,4217.0,302.0,2022-10-11,11.1,7.4,16.4
20221012,2,28788,4161.0,837.0,0.0,0.0,0.0,3217.0,1987.0,916.0,3853.0,342.0,2022-10-12,13.5,6.5,20.6
20221013,3,29232,4214.0,705.0,0.0,0.0,0.0,3291.0,2278.0,873.0,3830.0,358.0,2022-10-13,16.3,10.7,22.7
20221014,4,27777,4733.0,799.0,0.0,0.0,0.0,1934.0,2055.0,899.0,4208.0,306.0,2022-10-14,17.1,12.4,23.0
20221015,5,15849,2078.0,302.0,0.0,0.0,0.0,1425.0,1115.0,479.0,2054.0,167.0,2022-10-15,18.2,12.6,24.4
20221016,6,11332,1055.0,135.0,0.0,0.0,0.0,1436.0,1444.0,462.0,1390.0,171.0,2022-10-16,16.9,15.1,20.5
20221017,0,33639,3642.0,817.0,0.0,1.0,0.0,3321.0,2753.0,920.0,3822.0,298.0,2022-10-17,11.2,7.4,15.1
20221018,1,27309,3598.0,866.0,0.0,0.0,0.0,3186.0,2339.0,858.0,3835.0,323.0,2022-10-18,9.4,5.0,14.2
20221019,2,31801,3736.0,868.0,0.0,0.0,0.0,3097.0,2007.0,927.0,3638.0,315.0,2022-10-19,10.5,4.4,16.8
20221020,3,33257,3811.0,732.0,0.0,1042.0,0.0,3113.0,1998.0,910.0,3930.0,301.0,2022-10-20,12.9,6.0,19.7
20221021,4,34278,4052.0,728.0,0.0,2009.0,0.0,3206.0,2058.0,922.0,4216.0,298.0,2022-10-21,14.0,8.8,20.9
20221022,5,32545,3350.0,450.0,0.0,2136.0,0.0,2612.0,1827.0,896.0,3410.0,248.0,2022-10-22,15.1,10.5,20.8
20221023,6,28645,2759.0,718.0,0.0,2067.0,0.0,2527.0,1776.0,939.0,3140.0,255.0,2022-10-23,14.0,10.4,18.6
20221024,0,38704,3582.0,899.0,617.0,3092.0,0.0,3278.0,2232.0,891.0,4131.0,251.0,2022-10-24,10.6,7.5,14.8
20221025,1,40089,3593.0,957.0,1067.0,2996.0,0.0,2892.0,1964.0,844.0,4330.0,267.0,2022-10-25,11.3,5.9,17.6
20221026,2,35467,3697.0,845.0,1140.0,3390.0,0.0,3163.0,2029.0,757.0,4021.0,234.0,2022-10-26,12.9,8.0,17.8
20221027,3,34176,3549.0,732.0,1232.0,3183.0,0.0,3186.0,1923.0,911.0,4015.0,256.0,2022-10-27,13.2,8.6,18.9
20221028,4,36904,3796.0,777.0,1314.0,3797.0,0.0,3219.0,1845.0,962.0,4132.0,215.0,2022-10-28,13.6,8.2,20.6
20221029,5,30742,2925.0,569.0,1190.0,2694.0,0.0,2698.0,1611.0,772.0,3490.0,231.0,2022-10-29,14.8,10.2,21.3
20221030,6,31776,2705.0,527.0,1003.0,2528.0,0.0,2629.0,1735.0,778.0,3118.0,254.0,2022-10-30,14.9,10.4,21.3
20221031,0,40105,3775.0,912.0,1245.0,2752.0,0.0,3232.0,1840.0,873.0,4265.0,204.0,2022-10-31,14.9,11.2,21.1
20221101,1,42988,3930.0,947.0,1522.0,3439.0,0.0,3291.0,2093.0,911.0,4734.0,206.0,2022-11-01,13.1,9.4,17.8
20221102,2,37616,3713.0,921.0,1455.0,3308.0,0.0,3141.0,2100.0,910.0,4045.0,205.0,2022-11-02,11.1,5.5,17.9
20221103,3,41444,3419.0,936.0,1527.0,3728.0,0.0,3128.0,2087.0,844.0,4023.0,233.0,2022-11-03,9.3,5.6,13.4
20221104,4,38301,3254.0,1237.0,1579.0,3682.0,0.0,3454.0,2063.0,891.0,4244.0,188.0,2022-11-04,4.9,1.6,9.8
20221105,5,35485,2612.0,719.0,1346.0,3335.0,0.0,2959.0,1965.0,807.0,3644.0,180.0,2022-11-05,6.5,0.8,13.6
20221106,6,32529,2364.0,572.0,1110.0,2675.0,0.0,2532.0,1937.0,682.0,3300.0,172.0,2022-11-06,9.6,3.7,16.4
20221107,0,39979,3492.0,1047.0,0.0,3503.0,0.0,3451.0,2330.0,863.0,4130.0,222.0,2022-11-07,11.4,6.1,16.6
20221108,1,34157,3541.0,977.0,0.0,3643.0,0.0,3336.0,2355.0,802.0,3892.0,222.0,2022-11-08,12.9,9.7,17.9
20221109,2,33272,3120.0,961.0,0.0,3761.0,0.0,3280.0,2143.0,725.0,3850.0,243.0,2022-11-09,11.4,6.7,16.0
20221110,3,38556,3513.0,904.0,0.0,4017.0,0.0,3264.0,2217.0,737.0,4318.0,308.0,2022-11-10,13.5,8.8,19.1
20221111,4,55732,7763.0,1327.0,0.0,5243.0,0.0,3732.0,3049.0,1413.0,5009.0,899.0,2022-11-11,15.6,10.9,22.1
20221112,5,30496,2906.0,582.0,0.0,3308.0,0.0,2493.0,2365.0,672.0,3733.0,337.0,2022-11-12,16.3,11.6,22.0
20221113,6,27864,2339.0,784.0,0.0,2902.0,0.0,2666.0,2175.0,639.0,3227.0,249.0,2022-11-13,10.3,8.7,17.3
20221114,0,41337,3273.0,1129.0,883.0,4036.0,0.0,2967.0,2635.0,828.0,4438.0,275.0,2022-11-14,9.7,5.9,13.8
20221115,1,42724,3094.0,1194.0,1296.0,4796.0,0.0,3002.0,2500.0,972.0,4695.0,249.0,2022-11-15,8.1,4.0,12.3
20221116,2,43779,3221.0,1038.0,1744.0,6014.0,0.0,2999.0,2805.0,1092.0,5089.0,320.0,2022-11-16,8.5,5.5,13.0
20221117,3,40136,3424.0,909.0,1695.0,4534.0,0.0,3200.0,2558.0,989.0,4496.0,248.0,2022-11-17,10.2,5.4,16.6
20221118,4,40181,3044.0,956.0,1464.0,3635.0,0.0,3561.0,2364.0,882.0,4566.0,240.0,2022-11-18,11.0,5.3,18.1
20221119,5,32315,2329.0,516.0,1340.0,3110.0,0.0,2531.0,1932.0,756.0,3602.0,205.0,2022-11-19,12.9,8.7,19.2
20221120,6,30539,2230.0,528.0,1160.0,2706.0,0.0,2567.0,2350.0,726.0,3271.0,204.0,2022-11-20,13.7,9.5,20.2
20221121,0,36086,3057.0,735.0,1511.0,3176.0,0.0,3042.0,2277.0,970.0,4011.0,214.0,2022-11-21,11.8,9.3,16.2
20221122,1,37962,3050.0,694.0,1557.0,3358.0,0.0,3095.0,2183.0,1006.0,3833.0,205.0,2022-11-22,10.7,7.0,13.7
20221123,2,39088,3006.0,769.0,1520.0,3113.0,0.0,2812.0,1954.0,2811.0,3755.0,203.0,2022-11-23,10.8,6.8,15.2
20221124,3,34454,2857.0,748.0,1703.0,3485.0,0.0,2888.0,1712.0,1728.0,3621.0,189.0,2022-11-24,9.4,5.9,14.1
20221125,4,42097,3202.0,804.0,1862.0,3992.0,0.0,2895.0,1876.0,982.0,4422.0,204.0,2022-11-25,12.3,7.1,17.8
20221126,5,34416,2109.0,672.0,1578.0,3100.0,0.0,2503.0,1744.0,831.0,3659.0,193.0,2022-11-26,6.7,1.0,12.9
20221127,6,32465,2136.0,559.0,1239.0,2677.0,0.0,2348.0,1974.0,814.0,3235.0,189.0,2022-11-27,5.4,-1.1,11.5
20221128,0,28339,2813.0,823.0,1496.0,0.0,0.0,2760.0,2077.0,908.0,3988.0,209.0,2022-11-28,12.3,7.5,15.0
20221129,1,26265,2276.0,962.0,1406.0,0.0,0.0,2708.0,2048.0,849.0,3678.0,194.0,2022-11-29,6.9,-1.6,15.0
20221130,2,30864,1988.0,1485.0,1384.0,0.0,0.0,2994.0,2583.0,868.0,4508.0,265.0,2022-11-30,-5.4,-8.1,-1.6
20221201,3,31497,2119.0,1326.0,1497.0,0.0,0.0,3149.0,2431.0,943.0,5003.0,286.0,2022-12-01,-5.4,-9.4,-1.2
20221202,4,29356,1939.0,1303.0,1452.0,0.0,0.0,2991.0,2492.0,848.0,4513.0,245.0,2022-12-02,-2.5,-7.6,3.0
20221203,5,27286,1644.0,881.0,1077.0,0.0,0.0,2466.0,1900.0,652.0,3602.0,181.0,2022-12-03,2.1,-0.3,7.0
20221204,6,20824,1406.0,739.0,888.0,0.0,0.0,2298.0,2018.0,647.0,3260.0,186.0,2022-12-04,-3.5,-5.2,-0.2
20221205,0,36329,1941.0,1363.0,1655.0,1756.0,0.0,2898.0,2335.0,823.0,4525.0,170.0,2022-12-05,-3.1,-7.0,1.9
20221206,1,34933,1735.0,1205.0,1414.0,2306.0,0.0,2663.0,2020.0,704.0,3968.0,158.0,2022-12-06,0.9,-3.9,5.3
20221207,2,38232,1952.0,1333.0,1399.0,3353.0,0.0,2934.0,2051.0,817.0,4012.0,183.0,2022-12-07,4.9,1.2,9.0
20221208,3,37758,1951.0,1136.0,1217.0,3424.0,0.0,2848.0,2102.0,752.0,4060.0,154.0,2022-12-08,3.7,0.1,9.1
20221209,4,36923,2121.0,1077.0,1234.0,3837.0,0.0,2971.0,2031.0,768.0,4433.0,176.0,2022-12-09,4.5,0.9,10.2
20221210,5,33708,1794.0,731.0,1101.0,3243.0,0.0,2393.0,1865.0,743.0,3892.0,138.0,2022-12-10,2.6,-0.6,6.7
20221211,6,27930,1476.0,896.0,1143.0,3022.0,0.0,120.0,2039.0,735.0,3355.0,145.0,2022-12-11,1.6,-1.5,6.8
20221212,0,32045,1951.0,1341.0,1912.0,0.0,0.0,1820.0,2218.0,842.0,4587.0,165.0,2022-12-12,2.0,-2.0,6.3
20221213,1,24242,1662.0,1284.0,259.0,0.0,0.0,2438.0,2089.0,1336.0,4229.0,171.0,2022-12-13,0.0,-6.4,3.1
20221214,2,26728,1367.0,1260.0,0.0,0.0,0.0,2548.0,2122.0,874.0,4267.0,170.0,2022-12-14,-8.4,-11.0,-4.9
20221215,3,28294,1381.0,1322.0,647.0,0.0,0.0,2743.0,2106.0,868.0,4599.0,204.0,2022-12-15,-4.5,-8.5,-1.3
20221216,4,28220,1446.0,1333.0,1038.0,0.0,0.0,2725.0,2087.0,843.0,4733.0,193.0,2022-12-16,-6.3,-9.6,-2.2
20221217,5,22156,1165.0,1030.0,967.0,0.0,0.0,2208.0,1901.0,710.0,4030.0,163.0,2022-12-17,-7.0,-9.8,-3.2
20221218,6,21367,995.0,1073.0,829.0,0.0,0.0,2018.0,1951.0,731.0,3702.0,189.0,2022-12-18,-9.5,-12.4,-5.6
20221219,0,30437,1109.0,1760.0,1550.0,0.0,0.0,2584.0,2139.0,698.0,4454.0,200.0,2022-12-19,-7.0,-12.0,-2.5
20221220,1,32568,1135.0,1826.0,1663.0,0.0,0.0,2836.0,2177.0,699.0,4653.0,230.0,2022-12-20,-3.2,-9.5,2.9
20221221,2,33797,1055.0,1840.0,1818.0,1728.0,0.0,2771.0,2272.0,774.0,5107.0,238.0,2022-12-21,-0.1,-2.6,2.6
20221222,3,46550,1035.0,1693.0,2271.0,6490.0,0.0,2643.0,2367.0,926.0,5622.0,228.0,2022-12-22,-7.8,-11.3,-2.6
20221223,4,96718,1065.0,2568.0,7585.0,22231.0,0.0,3189.0,2555.0,1108.0,8726.0,319.0,2022-12-23,-11.8,-13.7,-8.6
20221224,5,119959,985.0,2358.0,11392.0,24568.0,0.0,2998.0,3019.0,1324.0,8989.0,423.0,2022-12-24,-8.4,-13.5,-2.0
20221225,6,61353,820.0,1576.0,3844.0,9101.0,0.0,2715.0,2604.0,1200.0,5921.0,363.0,2022-12-25,-5.4,-9.6,0.2
20221226,0,37622,987.0,1558.0,1692.0,3684.0,0.0,2768.0,2709.0,979.0,5432.0,203.0,2022-12-26,-3.9,-7.9,1.7
20221227,1,48047,908.0,1965.0,2075.0,5130.0,0.0,3289.0,2562.0,884.0,5641.0,210.0,2022-12-27,-2.6,-7.3,3.3
20221228,2,43168,973.0,1755.0,2245.0,5612.0,0.0,3313.0,2323.0,696.0,5843.0,202.0,2022-12-28,-3.3,-6.0,0.1
20221229,3,47311,1018.0,1859.0,2653.0,6404.0,0.0,3538.0,2166.0,731.0,6315.0,217.0,2022-12-29,-2.9,-7.8,2.1
20221230,4,72011,1315.0,2253.0,4311.0,9903.0,0.0,4186.0,2506.0,865.0,9408.0,210.0,2022-12-30,-1.8,-4.4,2.3
20221231,5,68703,1072.0,1905.0,3704.0,8167.0,0.0,5363.0,2381.0,1034.0,7382.0,221.0,2022-12-31,-1.2,-5.1,2.1
20230101,6,49904,1394.0,1989.0,2222.0,5068.0,0.0,6216.0,2737.0,1136.0,6391.0,267.0,2023-01-01,-0.2,-4.3,3.8
20230102,0,39568,998.0,2079.0,1525.0,4412.0,0.0,3652.0,2490.0,638.0,5762.0,185.0,2023-01-02,-4.5,-7.4,-0.4
20230103,1,40795,1082.0,1607.0,1624.0,4906.0,0.0,3900.0,2943.0,722.0,5649.0,231.0,2023-01-03,-5.0,-9.0,0.6
20230104,2,43619,1082.0,1730.0,1545.0,4857.0,0.0,3456.0,2596.0,809.0,5741.0,214.0,2023-01-04,-1.8,-5.7,3.3
20230105,3,45381,1268.0,1490.0,1481.0,5200.0,0.0,3737.0,2711.0,951.0,6111.0,205.0,2023-01-05,-1.6,-5.6,3.6
20230106,4,45696,1311.0,1395.0,1445.0,5212.0,0.0,3536.0,2305.0,1930.0,6211.0,210.0,2023-01-06,0.6,-4.7,5.7
20230107,5,37343,1178.0,973.0,987.0,3776.0,0.0,3012.0,2136.0,1615.0,4658.0,152.0,2023-01-07,1.5,-1.4,3.8
20230108,6,31883,1238.0,804.0,747.0,2943.0,0.0,2779.0,2055.0,1566.0,3791.0,180.0,2023-01-08,1.3,-3.7,6.3
20230109,0,46169,1579.0,1362.0,920.0,3617.0,0.0,3303.0,2157.0,4102.0,5435.0,157.0,2023-01-09,3.1,-1.3,7.0
20230110,1,39166,1397.0,953.0,745.0,3131.0,0.0,2418.0,1742.0,5034.0,4436.0,127.0,2023-01-10,1.6,-3.9,9.1
20230111,2,23743,893.0,520.0,449.0,1685.0,0.0,1663.0,1098.0,3468.0,3008.0,120.0,2023-01-11,2.6,-2.0,9.2
20230112,3,44088,1818.0,1044.0,937.0,4166.0,0.0,2937.0,2164.0,1805.0,6590.0,151.0,2023-01-12,5.9,-0.6,12.5
20230113,4,44648,2206.0,903.0,1175.0,4519.0,0.0,3321.0,1995.0,1646.0,7822.0,162.0,2023-01-13,8.3,5.1,10.1
20230114,5,34662,1853.0,789.0,881.0,3502.0,0.0,2698.0,1815.0,1402.0,6185.0,132.0,2023-01-14,6.6,3.8,8.4
20230115,6,41316,1708.0,711.0,770.0,3252.0,0.0,2746.0,2073.0,1417.0,5935.0,168.0,2023-01-15,-0.2,-3.5,3.8
20230116,0,61623,1993.0,1321.0,947.0,3984.0,0.0,4146.0,2254.0,1208.0,12790.0,153.0,2023-01-16,-4.6,-6.8,-1.2
20230117,1,60548,2160.0,1377.0,987.0,4182.0,0.0,4911.0,2235.0,1146.0,15713.0,196.0,2023-01-17,-3.7,-7.0,-0.4
20230118,2,85289,2196.0,1190.0,1137.0,4904.0,0.0,5318.0,2008.0,1227.0,21676.0,199.0,2023-01-18,-1.9,-4.6,2.2
20230119,3,105933,2552.0,1434.0,1292.0,4885.0,0.0,6014.0,2058.0,1412.0,32105.0,176.0,2023-01-19,-0.4,-6.0,4.3
20230120,4,182941,2781.0,1891.0,1695.0,6270.0,0.0,8138.0,2394.0,1643.0,58168.0,175.0,2023-01-20,-3.3,-7.7,2.0
20230121,5,88664,1796.0,1210.0,1127.0,3248.0,0.0,5996.0,1993.0,1327.0,25332.0,192.0,2023-01-21,-4.5,-10.5,1.5
20230122,6,53088,1548.0,639.0,815.0,2795.0,0.0,5043.0,2049.0,1246.0,13324.0,191.0,2023-01-22,-0.6,-2.8,2.6
20230123,0,33557,1340.0,656.0,715.0,2593.0,0.0,2424.0,1952.0,1176.0,6051.0,214.0,2023-01-23,-0.8,-6.9,4.6
20230124,1,35916,1351.0,662.0,578.0,2600.0,0.0,3855.0,2056.0,1154.0,4990.0,189.0,2023-01-24,-14.7,-17.0,-6.9
20230125,2,37872,1936.0,1325.0,735.0,3359.0,0.0,3922.0,2307.0,1282.0,5732.0,211.0,2023-01-25,-11.3,-17.3,-5.4
20230126,3,38156,1886.0,1360.0,845.0,3913.0,0.0,3991.0,2486.0,1278.0,4954.0,252.0,2023-01-26,-6.0,-9.0,-3.5
20230127,4,46718,2008.0,1286.0,954.0,4539.0,0.0,3868.0,2430.0,1213.0,5087.0,244.0,2023-01-27,-7.3,-9.6,-3.8
20230128,5,31188,1641.0,842.0,821.0,3206.0,0.0,3105.0,2042.0,1084.0,3829.0,198.0,2023-01-28,-6.0,-11.2,-0.6
20230129,6,30783,1554.0,715.0,640.0,2619.0,0.0,3078.0,2237.0,1108.0,3391.0,205.0,2023-01-29,-1.8,-8.0,4.9
20230130,0,38123,2207.0,936.0,800.0,3752.0,0.0,3822.0,2441.0,1203.0,4440.0,255.0,2023-01-30,-0.9,-4.4,4.2
20230131,1,38855,2525.0,1053.0,889.0,3647.0,0.0,4024.0,2327.0,1269.0,4946.0,210.0,2023-01-31,2.4,-3.5,7.8
20230201,2,42204,2629.0,1018.0,907.0,4404.0,0.0,4129.0,2298.0,1404.0,5413.0,247.0,2023-02-01,0.9,-3.0,6.0
20230202,3,47630,2581.0,889.0,997.0,4433.0,599.0,4097.0,2408.0,1320.0,4914.0,229.0,2023-02-02,-2.4,-5.1,1.4
20230203,4,52725,2899.0,939.0,963.0,4342.0,1847.0,4299.0,2533.0,1333.0,5269.0,214.0,2023-02-03,-1.6,-3.9,3.4
20230204,5,38354,2235.0,568.0,781.0,3756.0,2345.0,3423.0,2092.0,1154.0,4289.0,202.0,2023-02-04,-0.2,-5.2,6.0
20230205,6,43419,2101.0,545.0,757.0,3162.0,2196.0,3309.0,2254.0,1237.0,3956.0,219.0,2023-02-05,1.7,-3.3,7.1
20230206,0,47807,2913.0,841.0,778.0,3637.0,2433.0,3160.0,2357.0,1198.0,4794.0,229.0,2023-02-06,3.0,-1.7,8.8
20230207,1,50150,3165.0,735.0,822.0,4047.0,2759.0,4383.0,2467.0,1300.0,4960.0,189.0,2023-02-07,3.5,-0.6,9.5
20230208,2,49730,2996.0,733.0,924.0,4337.0,2725.0,4204.0,2448.0,1380.0,4904.0,214.0,2023-02-08,2.1,-1.3,7.8
20230209,3,48563,2998.0,669.0,958.0,4206.0,2841.0,3882.0,2306.0,1307.0,5147.0,213.0,2023-02-09,4.0,-2.8,9.9
20230210,4,55505,3357.0,851.0,1173.0,5107.0,3380.0,4346.0,2396.0,1434.0,6041.0,234.0,2023-02-10,3.8,1.1,6.2
20230211,5,39979,2365.0,653.0,790.0,3418.0,2225.0,3535.0,2082.0,1013.0,4322.0,205.0,2023-02-11,2.8,-1.2,8.5
20230212,6,34281,2101.0,523.0,803.0,2840.0,1906.0,3519.0,2201.0,1035.0,3907.0,210.0,2023-02-12,3.7,-0.9,7.6
20230213,0,46306,2976.0,626.0,877.0,3733.0,2634.0,4385.0,2449.0,1347.0,5044.0,301.0,2023-02-13,5.9,2.7,8.4
20230214,1,59288,3775.0,835.0,1052.0,4977.0,3281.0,5733.0,2913.0,1944.0,5463.0,588.0,2023-02-14,1.7,-2.5,6.6
20230215,2,57039,3435.0,742.0,1271.0,3911.0,3081.0,4615.0,2490.0,1360.0,5299.0,203.0,2023-02-15,3.2,-1.2,8.9
20230216,3,47968,3382.0,731.0,1407.0,4085.0,3059.0,4514.0,2484.0,1604.0,5200.0,183.0,2023-02-16,2.3,-0.7,4.5
20230217,4,58697,3577.0,714.0,1766.0,4284.0,3179.0,4452.0,2622.0,1564.0,5882.0,180.0,2023-02-17,3.4,-1.5,9.8
20230218,5,46656,2667.0,450.0,1462.0,3502.0,2723.0,3627.0,2217.0,1229.0,4598.0,174.0,2023-02-18,5.7,3.0,8.1
20230219,6,41094,2412.0,337.0,1235.0,2827.0,2275.0,3508.0,2141.0,1100.0,3940.0,174.0,2023-02-19,3.5,0.2,6.1
